Order_ID,ASIN,Product_Name,Category,Sub_Category,Order_Date,Ship_Date,Delivery_Date,Delivery_Type,Customer_ID,Customer_Name,Customer_Tier,Age_Group,City,State,Region,Quantity,Unit_Price_INR,Discount_%,Discount_Amount_INR,Sale_Price_INR,Profit_INR,Profit_Margin_%,Payment_Method,Returned,Return_Reason,Customer_Rating,Year,Month,Quarter,Financial_Year,Is_Weekend_Order,Is_Festive_Season
AMZ-ORD-100959,ASIN-55419581,Tinkle Comics,Books & Media,Children,2023-02-14,2023-02-14,2023-02-14,Amazon Fresh (Same Day),AMZ-CUST-5353,Harsh Verma,Regular,55+,Nagpur,Maharashtra,West,2,2777.04,0,0.0,5554.08,1613.17,29.04,EMI,No,N/A,3,2023,February,Q1,FY2022-23,No,No
AMZ-ORD-100960,ASIN-33732832,Craftter Canvas Art,Home & Kitchen,Home Decor,2022-01-25,2022-01-27,2022-01-27,Amazon Prime (2-Day),AMZ-CUST-5542,Harsh Reddy,Prime,45-54,Pune,Maharashtra,West,2,22822.36,20,9128.94,36515.78,9116.81,24.97,EMI,No,N/A,4,2022,January,Q1,FY2021-22,No,No
AMZ-ORD-100961,ASIN-28469664,Aashirvaad Atta 10kg,Grocery & Gourmet,Staples,2023-11-09,2023-11-10,2023-11-10,Amazon Prime (1-Day),AMZ-CUST-5279,Mohit Gupta,Regular,55+,Bhopal,Madhya Pradesh,Central,2,4170.02,40,3336.02,5004.02,626.67,12.52,Amazon Pay,No,N/A,5,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-100962,ASIN-60093033,Apple iPhone 15 Pro,Electronics,Smartphones,2023-03-12,2023-03-13,2023-03-13,Amazon Prime (1-Day),AMZ-CUST-5399,Ananya Rao,Regular,35-44,Indore,Madhya Pradesh,Central,4,125221.83,50,250443.66,250443.66,25095.92,10.02,EMI,No,N/A,4,2023,March,Q1,FY2022-23,Yes,No
AMZ-ORD-100963,ASIN-31786070,Realme Buds Air 3,Electronics,Audio,2021-02-22,2021-02-26,2021-02-27,Scheduled Delivery,AMZ-CUST-5050,Kabir Bansal,Regular,45-54,Bhopal,Madhya Pradesh,Central,3,9340.95,5,1401.14,26621.71,2909.84,10.93,EMI,Yes,Not as Described,3,2021,February,Q1,FY2020-21,No,No
AMZ-ORD-100964,ASIN-16470781,Decathlon Tennis Racket,Sports & Outdoors,Sports Gear,2023-12-05,2023-12-11,2023-12-11,Standard (5-7 Days),AMZ-CUST-5201,Deepika Chopra,Prime,18-24,Ahmedabad,Gujarat,West,1,31422.49,25,7855.62,23566.87,4834.22,20.51,Amazon Pay,No,N/A,5,2023,December,Q4,FY2023-24,No,Yes
AMZ-ORD-100965,ASIN-41059679,Louis Philippe Chinos,Fashion,Men's Clothing,2022-07-31,2022-08-05,2022-08-06,Scheduled Delivery,AMZ-CUST-5401,Simran Nair,Prime,25-34,Patna,Bihar,East,4,22169.26,30,26603.11,62073.93,28021.29,45.14,Cash on Delivery,Yes,Defective Product,5,2022,July,Q3,FY2022-23,Yes,No
AMZ-ORD-100966,ASIN-34590657,Dell Inspiron 15,Electronics,Laptops,2023-08-30,2023-09-03,2023-09-04,Standard (5-7 Days),AMZ-CUST-5394,Aditi Patel,Regular,55+,Kochi,Kerala,South,5,105191.77,5,26297.94,499660.91,78402.45,15.69,UPI,No,N/A,5,2023,August,Q3,FY2023-24,No,No
AMZ-ORD-100967,ASIN-76915994,H&M Dress,Fashion,Women's Clothing,2021-05-18,2021-05-20,2021-05-20,Amazon Prime (2-Day),AMZ-CUST-5200,Tanya Patel,Regular,35-44,Delhi,Delhi,North,2,6032.19,25,3016.09,9048.29,3233.53,35.74,Credit Card,No,N/A,4,2021,May,Q2,FY2021-22,No,No
AMZ-ORD-100968,ASIN-25373613,Sony WH-1000XM5,Electronics,Audio,2023-08-15,2023-08-20,2023-08-20,Scheduled Delivery,AMZ-CUST-5558,Simran Kumar,Regular,55+,Kolkata,West Bengal,East,2,31531.64,70,44144.3,18918.98,1705.84,9.02,EMI,No,N/A,3,2023,August,Q3,FY2023-24,No,No
AMZ-ORD-100969,ASIN-98911276,Nivia Storm Football,Sports & Outdoors,Sports Gear,2023-05-15,2023-05-15,2023-05-15,Amazon Fresh (Same Day),AMZ-CUST-5244,Arjun Bansal,Business Prime,35-44,Hyderabad,Telangana,South,5,23491.84,60,70475.52,46983.68,18516.66,39.41,Credit Card,No,N/A,5,2023,May,Q2,FY2023-24,No,No
AMZ-ORD-100970,ASIN-72322896,Bajaj Mixer Grinder,Home & Kitchen,Kitchen Appliances,2022-08-31,2022-08-31,2022-09-01,Amazon Fresh (Same Day),AMZ-CUST-5315,Vivek Kapoor,Regular,45-54,Delhi,Delhi,North,3,77836.31,0,0.0,233508.93,43248.84,18.52,Amazon Pay,No,N/A,2,2022,August,Q3,FY2022-23,No,No
AMZ-ORD-100971,ASIN-18656592,HP Pavilion 15,Electronics,Laptops,2022-07-19,2022-07-23,2022-07-23,Scheduled Delivery,AMZ-CUST-5292,Sanjay Iyer,Prime,45-54,Chandigarh,Punjab,North,3,31527.66,5,4729.15,89853.83,10767.72,11.98,Cash on Delivery,No,N/A,5,2022,July,Q3,FY2022-23,No,No
AMZ-ORD-100972,ASIN-83798605,Allen Solly Formal Shirt,Fashion,Men's Clothing,2023-11-18,2023-11-23,2023-11-23,Scheduled Delivery,AMZ-CUST-5175,Gaurav Kumar,Regular,45-54,Surat,Gujarat,West,1,20897.76,40,8359.1,12538.66,6498.54,51.83,Net Banking,No,N/A,4,2023,November,Q4,FY2023-24,Yes,Yes
AMZ-ORD-100973,ASIN-99128254,Li-Ning Badminton Shoes,Sports & Outdoors,Sports Gear,2023-05-10,2023-05-10,2023-05-10,Amazon Fresh (Same Day),AMZ-CUST-5176,Riya Malhotra,Prime,45-54,Kochi,Kerala,South,5,39261.85,40,78523.7,117785.55,24554.3,20.85,Debit Card,No,N/A,5,2023,May,Q2,FY2023-24,No,No
AMZ-ORD-100974,ASIN-27703769,Crocs Classic Clogs,Fashion,Footwear,2021-08-24,2021-08-25,2021-08-26,Amazon Prime (1-Day),AMZ-CUST-5528,Vikram Patel,Regular,55+,Bhopal,Madhya Pradesh,Central,2,1019.18,60,1223.02,815.34,387.35,47.51,Net Banking,No,N/A,5,2021,August,Q3,FY2021-22,No,No
AMZ-ORD-100975,ASIN-98600048,Horlicks 1kg,Grocery & Gourmet,Staples,2023-05-28,2023-05-28,2023-05-28,Amazon Fresh (Same Day),AMZ-CUST-5413,Amit Rao,Prime,25-34,Ahmedabad,Gujarat,West,1,2416.69,30,725.01,1691.68,230.22,13.61,EMI,No,N/A,5,2023,May,Q2,FY2023-24,Yes,No
AMZ-ORD-100976,ASIN-68740297,Usha Microwave,Home & Kitchen,Kitchen Appliances,2021-10-28,2021-10-30,2021-10-30,Amazon Prime (2-Day),AMZ-CUST-5016,Vikram Nair,Regular,35-44,Patna,Bihar,East,1,48746.73,70,34122.71,14624.02,5267.14,36.02,Cash on Delivery,No,N/A,4,2021,October,Q4,FY2021-22,No,Yes
AMZ-ORD-100977,ASIN-75036170,Magic Tree House,Books & Media,Children,2021-11-23,2021-11-24,2021-11-25,Amazon Prime (1-Day),AMZ-CUST-5089,Arjun Iyer,Regular,18-24,Bhopal,Madhya Pradesh,Central,3,142.01,50,213.01,213.02,84.62,39.72,Cash on Delivery,No,N/A,3,2021,November,Q4,FY2021-22,No,Yes
AMZ-ORD-100978,ASIN-45656078,India Gate Basmati Rice 5kg,Grocery & Gourmet,Staples,2021-05-30,2021-05-30,2021-05-30,Amazon Fresh (Same Day),AMZ-CUST-5536,Zara Shah,Prime,35-44,Surat,Gujarat,West,2,4908.43,25,2454.22,7362.64,786.23,10.68,EMI,No,N/A,5,2021,May,Q2,FY2021-22,Yes,No
AMZ-ORD-100979,ASIN-89924942,Enid Blyton Collection,Books & Media,Children,2022-07-04,2022-07-06,2022-07-06,Amazon Prime (2-Day),AMZ-CUST-5241,Aditi Gupta,Prime,35-44,Hyderabad,Telangana,South,5,1670.39,0,0.0,8351.95,3242.83,38.83,Net Banking,No,N/A,1,2022,July,Q3,FY2022-23,No,No
AMZ-ORD-100980,ASIN-42554098,Nike Running Shoes,Sports & Outdoors,Sports Gear,2022-04-16,2022-04-18,2022-04-19,Amazon Prime (2-Day),AMZ-CUST-5679,Aditi Iyer,Regular,18-24,Kolkata,West Bengal,East,3,35893.2,50,53839.8,53839.8,21119.54,39.23,EMI,No,N/A,4,2022,April,Q2,FY2022-23,Yes,No
AMZ-ORD-100981,ASIN-45656078,India Gate Basmati Rice 5kg,Grocery & Gourmet,Staples,2023-11-15,2023-11-15,2023-11-15,Amazon Fresh (Same Day),AMZ-CUST-5567,Tanya Kumar,Regular,55+,Patna,Bihar,East,4,1452.65,70,4067.42,1743.18,182.28,10.46,Credit Card,No,N/A,5,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-100982,ASIN-45141624,Baggit Handbag,Fashion,Accessories,2023-01-02,2023-01-04,2023-01-04,Amazon Prime (2-Day),AMZ-CUST-5184,Kavya Agarwal,Prime,25-34,Ahmedabad,Gujarat,West,2,9944.26,50,9944.26,9944.26,4780.53,48.07,UPI,No,N/A,5,2023,January,Q1,FY2022-23,No,No
AMZ-ORD-100983,ASIN-56371827,Nikon Z30,Electronics,Cameras,2023-02-19,2023-02-19,2023-02-20,Amazon Fresh (Same Day),AMZ-CUST-5799,Rahul Mishra,Regular,35-44,Pune,Maharashtra,West,4,108190.9,40,173105.44,259658.16,36623.02,14.1,Net Banking,No,N/A,5,2023,February,Q1,FY2022-23,Yes,No
AMZ-ORD-100984,ASIN-17272705,Famous Five Boxset,Books & Media,Children,2023-06-13,2023-06-15,2023-06-16,Amazon Prime (2-Day),AMZ-CUST-5518,Harsh Bansal,Regular,35-44,Jaipur,Rajasthan,North,2,2526.43,25,1263.21,3789.65,1057.42,27.9,EMI,No,N/A,1,2023,June,Q2,FY2023-24,No,No
AMZ-ORD-100985,ASIN-74805748,Bournvita 1kg,Grocery & Gourmet,Staples,2023-12-26,2023-12-30,2023-12-31,Standard (5-7 Days),AMZ-CUST-5326,Pooja Sharma,Regular,18-24,Nagpur,Maharashtra,West,2,3234.57,25,1617.29,4851.85,267.76,5.52,Amazon Pay,No,N/A,4,2023,December,Q4,FY2023-24,No,Yes
AMZ-ORD-100986,ASIN-67260430,Champak Magazine,Books & Media,Children,2022-11-11,2022-11-16,2022-11-17,Scheduled Delivery,AMZ-CUST-5703,Vivek Kumar,Regular,45-54,Patna,Bihar,East,1,187.84,10,18.78,169.06,37.18,21.99,UPI,No,N/A,4,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-100987,ASIN-14816221,MTG NEET Biology,Books & Media,Academic,2022-01-09,2022-01-15,2022-01-15,Scheduled Delivery,AMZ-CUST-5537,Varun Mehta,Business Prime,35-44,Surat,Gujarat,West,2,1241.79,25,620.89,1862.69,664.27,35.66,Cash on Delivery,No,N/A,3,2022,January,Q1,FY2021-22,Yes,No
AMZ-ORD-100988,ASIN-16470781,Decathlon Tennis Racket,Sports & Outdoors,Sports Gear,2023-12-27,2023-12-31,2024-01-01,Scheduled Delivery,AMZ-CUST-5758,Rahul Mehta,Business Prime,35-44,Patna,Bihar,East,2,41548.36,15,12464.51,70632.21,20239.34,28.65,Credit Card,No,N/A,4,2023,December,Q4,FY2023-24,No,Yes
AMZ-ORD-100989,ASIN-99128254,Li-Ning Badminton Shoes,Sports & Outdoors,Sports Gear,2022-11-03,2022-11-08,2022-11-09,Scheduled Delivery,AMZ-CUST-5192,Priya Rao,Regular,25-34,Pune,Maharashtra,West,3,9058.35,30,8152.52,19022.53,3650.8,19.19,EMI,No,N/A,3,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-100990,ASIN-71646419,SS Ton Cricket Bat,Sports & Outdoors,Sports Gear,2022-04-01,2022-04-01,2022-04-02,Amazon Fresh (Same Day),AMZ-CUST-5352,Varun Chopra,Prime,45-54,Patna,Bihar,East,5,11331.97,5,2832.99,53826.86,15608.89,29.0,Net Banking,No,N/A,5,2022,April,Q2,FY2022-23,No,No
AMZ-ORD-100991,ASIN-92157829,Yonex Badminton Racket,Sports & Outdoors,Sports Gear,2022-06-23,2022-06-28,2022-06-28,Standard (5-7 Days),AMZ-CUST-5396,Riya Bansal,Business Prime,35-44,Delhi,Delhi,North,4,30571.22,70,85599.42,36685.46,8137.8,22.18,Credit Card,No,N/A,5,2022,June,Q2,FY2022-23,No,No
AMZ-ORD-100992,ASIN-51966903,Google Pixel 7a,Electronics,Smartphones,2023-11-16,2023-11-21,2023-11-22,Standard (5-7 Days),AMZ-CUST-5591,Vishal Bansal,Prime,55+,Ahmedabad,Gujarat,West,2,90250.16,0,0.0,180500.32,18034.65,9.99,EMI,No,N/A,2,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-100993,ASIN-73766186,RD Sharma Mathematics,Books & Media,Academic,2023-01-16,2023-01-21,2023-01-21,Standard (5-7 Days),AMZ-CUST-5216,Kiran Singh,Prime,35-44,Jaipur,Rajasthan,North,4,1042.21,5,208.44,3960.4,917.59,23.17,UPI,No,N/A,3,2023,January,Q1,FY2022-23,No,No
AMZ-ORD-100994,ASIN-12332645,Geronimo Stilton,Books & Media,Children,2022-03-16,2022-03-17,2022-03-17,Amazon Prime (1-Day),AMZ-CUST-5430,Aarav Tiwari,Prime,45-54,Chennai,Tamil Nadu,South,4,381.4,40,610.24,915.36,332.17,36.29,EMI,No,N/A,4,2022,March,Q1,FY2021-22,No,No
AMZ-ORD-100995,ASIN-15276079,Amul Butter 500g,Grocery & Gourmet,Staples,2021-11-03,2021-11-05,2021-11-06,Amazon Prime (2-Day),AMZ-CUST-5714,Kabir Gupta,Prime,35-44,Gurgaon,Haryana,North,1,4753.41,0,0.0,4753.41,606.69,12.76,Credit Card,No,N/A,5,2021,November,Q4,FY2021-22,No,Yes
AMZ-ORD-100996,ASIN-19178851,Healthgenie Massager,Sports & Outdoors,Fitness Equipment,2023-12-09,2023-12-14,2023-12-14,Standard (5-7 Days),AMZ-CUST-5485,Kavya Bansal,Regular,55+,Pune,Maharashtra,West,2,36677.59,40,29342.07,44013.11,6675.98,15.17,Net Banking,No,N/A,5,2023,December,Q4,FY2023-24,Yes,Yes
AMZ-ORD-100997,ASIN-92713754,Aurelia Palazzo Set,Fashion,Women's Clothing,2022-12-15,2022-12-22,2022-12-23,Standard (5-7 Days),AMZ-CUST-5412,Meera Mishra,Regular,25-34,Kochi,Kerala,South,4,14066.94,30,16880.33,39387.43,10536.56,26.75,UPI,No,N/A,4,2022,December,Q4,FY2022-23,No,Yes
AMZ-ORD-100998,ASIN-75036170,Magic Tree House,Books & Media,Children,2021-12-10,2021-12-17,2021-12-18,Scheduled Delivery,AMZ-CUST-5142,Harsh Sharma,Prime,35-44,Kochi,Kerala,South,3,1578.6,50,2367.9,2367.9,729.42,30.8,EMI,No,N/A,4,2021,December,Q4,FY2021-22,No,Yes
AMZ-ORD-100999,ASIN-36821615,Yohi Dumbbells Set,Sports & Outdoors,Fitness Equipment,2022-08-13,2022-08-13,2022-08-14,Amazon Fresh (Same Day),AMZ-CUST-5183,Simran Sharma,Regular,18-24,Lucknow,Uttar Pradesh,North,1,47907.65,5,2395.38,45512.27,16070.59,35.31,Credit Card,Yes,Defective Product,1,2022,August,Q3,FY2022-23,Yes,No
AMZ-ORD-101000,ASIN-52649409,Fabindia Coffee Table,Home & Kitchen,Furniture,2021-11-16,2021-11-18,2021-11-18,Amazon Prime (2-Day),AMZ-CUST-5315,Vivek Kapoor,Regular,45-54,Delhi,Delhi,North,2,58330.14,5,5833.01,110827.27,43180.0,38.96,Credit Card,No,N/A,4,2021,November,Q4,FY2021-22,No,Yes
AMZ-ORD-101001,ASIN-78996273,Story@Home Wall Clock,Home & Kitchen,Home Decor,2022-03-03,2022-03-08,2022-03-08,Scheduled Delivery,AMZ-CUST-5006,Rajesh Sharma,Prime,45-54,Noida,Uttar Pradesh,North,2,3233.28,70,4526.59,1939.97,598.0,30.83,EMI,No,N/A,4,2022,March,Q1,FY2021-22,No,No
AMZ-ORD-101002,ASIN-16470781,Decathlon Tennis Racket,Sports & Outdoors,Sports Gear,2023-12-01,2023-12-03,2023-12-04,Amazon Prime (2-Day),AMZ-CUST-5538,Vishal Iyer,Regular,45-54,Kolkata,West Bengal,East,4,29403.39,10,11761.36,105852.2,29098.36,27.49,Cash on Delivery,No,N/A,5,2023,December,Q4,FY2023-24,No,Yes
AMZ-ORD-101003,ASIN-16569989,Atomic Habits - James Clear,Books & Media,Fiction,2022-08-23,2022-08-28,2022-08-28,Standard (5-7 Days),AMZ-CUST-5659,Nikhil Agarwal,Regular,45-54,Nagpur,Maharashtra,West,5,475.24,10,237.62,2138.58,812.25,37.98,Cash on Delivery,No,N/A,3,2022,August,Q3,FY2022-23,No,No
AMZ-ORD-101004,ASIN-40773524,Biba Salwar Suit,Fashion,Women's Clothing,2021-08-05,2021-08-06,2021-08-07,Amazon Prime (1-Day),AMZ-CUST-5755,Aarav Bansal,Prime,25-34,Mumbai,Maharashtra,West,5,3418.5,10,1709.25,15383.25,7900.82,51.36,Amazon Pay,No,N/A,1,2021,August,Q3,FY2021-22,No,No
AMZ-ORD-101005,ASIN-62469319,Vector X Pull Up Bar,Sports & Outdoors,Fitness Equipment,2021-01-17,2021-01-17,2021-01-18,Amazon Fresh (Same Day),AMZ-CUST-5093,Aarav Reddy,Regular,25-34,Gurgaon,Haryana,North,2,13266.04,15,3979.81,22552.27,7428.41,32.94,Amazon Pay,Yes,Wrong Item,5,2021,January,Q1,FY2020-21,Yes,No
AMZ-ORD-101006,ASIN-61782415,JBL Flip 6,Electronics,Audio,2023-11-29,2023-12-05,2023-12-06,Standard (5-7 Days),AMZ-CUST-5724,Simran Verma,Regular,55+,Ahmedabad,Gujarat,West,3,118250.52,40,141900.62,212850.94,26909.92,12.64,Debit Card,No,N/A,4,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-101007,ASIN-33744553,Jack & Jones Hoodie,Fashion,Men's Clothing,2021-03-08,2021-03-13,2021-03-13,Scheduled Delivery,AMZ-CUST-5334,Priya Gupta,Regular,45-54,Noida,Uttar Pradesh,North,4,20470.7,30,24564.84,57317.96,29799.35,51.99,EMI,No,N/A,5,2021,March,Q1,FY2020-21,No,No
AMZ-ORD-101008,ASIN-23854142,The Subtle Art,Books & Media,Fiction,2022-01-08,2022-01-08,2022-01-08,Amazon Fresh (Same Day),AMZ-CUST-5736,Vikram Bansal,Business Prime,18-24,Jaipur,Rajasthan,North,4,608.09,70,1702.65,729.71,148.69,20.38,Debit Card,No,N/A,5,2022,January,Q1,FY2021-22,Yes,No
AMZ-ORD-101009,ASIN-79032040,AND Casual Dress,Fashion,Women's Clothing,2021-03-01,2021-03-01,2021-03-01,Amazon Fresh (Same Day),AMZ-CUST-5334,Priya Gupta,Regular,45-54,Noida,Uttar Pradesh,North,5,14542.21,60,43626.63,29084.42,9139.18,31.42,EMI,No,N/A,4,2021,March,Q1,FY2020-21,No,No
AMZ-ORD-101010,ASIN-36821615,Yohi Dumbbells Set,Sports & Outdoors,Fitness Equipment,2022-11-01,2022-11-03,2022-11-04,Amazon Prime (2-Day),AMZ-CUST-5674,Vivek Tiwari,Business Prime,18-24,Kochi,Kerala,South,5,11965.35,10,5982.68,53844.07,11259.53,20.91,EMI,No,N/A,3,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-101011,ASIN-75104205,SG Batting Gloves,Sports & Outdoors,Sports Gear,2022-02-21,2022-02-21,2022-02-21,Amazon Fresh (Same Day),AMZ-CUST-5328,Kiran Bansal,Business Prime,55+,Kochi,Kerala,South,4,21009.19,70,58825.73,25211.03,6700.0,26.58,UPI,No,N/A,4,2022,February,Q1,FY2021-22,No,No
AMZ-ORD-101012,ASIN-75104205,SG Batting Gloves,Sports & Outdoors,Sports Gear,2022-05-22,2022-05-23,2022-05-23,Amazon Prime (1-Day),AMZ-CUST-5021,Nisha Malhotra,Regular,25-34,Bhopal,Madhya Pradesh,Central,5,43297.57,40,86595.14,129892.71,39331.93,30.28,EMI,No,N/A,5,2022,May,Q2,FY2022-23,Yes,No
AMZ-ORD-101013,ASIN-76915994,H&M Dress,Fashion,Women's Clothing,2023-06-18,2023-06-25,2023-06-26,Scheduled Delivery,AMZ-CUST-5003,Amit Sharma,Prime,25-34,Bhopal,Madhya Pradesh,Central,1,2025.1,25,506.27,1518.83,492.02,32.39,Amazon Pay,No,N/A,3,2023,June,Q2,FY2023-24,Yes,No
AMZ-ORD-101014,ASIN-67888547,Boldfit Resistance Bands,Sports & Outdoors,Fitness Equipment,2022-11-01,2022-11-01,2022-11-01,Amazon Fresh (Same Day),AMZ-CUST-5142,Harsh Sharma,Prime,35-44,Kochi,Kerala,South,1,7631.13,10,763.11,6868.02,2392.19,34.83,Credit Card,No,N/A,3,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-101015,ASIN-42554098,Nike Running Shoes,Sports & Outdoors,Sports Gear,2021-04-02,2021-04-09,2021-04-10,Scheduled Delivery,AMZ-CUST-5272,Harsh Chopra,Business Prime,55+,Jaipur,Rajasthan,North,4,40578.48,50,81156.96,81156.96,22388.38,27.59,Cash on Delivery,No,N/A,4,2021,April,Q2,FY2021-22,No,No
AMZ-ORD-101016,ASIN-49168645,Zara Floral Top,Fashion,Women's Clothing,2023-11-20,2023-11-26,2023-11-26,Standard (5-7 Days),AMZ-CUST-5366,Simran Tiwari,Regular,35-44,Bengaluru,Karnataka,South,1,10039.34,0,0.0,10039.34,3118.2,31.06,EMI,No,N/A,2,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-101017,ASIN-28807076,Zero to One - Peter Thiel,Books & Media,Fiction,2022-10-19,2022-10-23,2022-10-23,Scheduled Delivery,AMZ-CUST-5113,Rohit Malhotra,Regular,55+,Nagpur,Maharashtra,West,2,2521.03,15,756.31,4285.75,1577.16,36.8,Debit Card,No,N/A,5,2022,October,Q4,FY2022-23,No,Yes
AMZ-ORD-101018,ASIN-76505640,Realme GT 5,Electronics,Smartphones,2022-12-15,2022-12-20,2022-12-20,Scheduled Delivery,AMZ-CUST-5680,Ananya Bansal,Regular,55+,Jaipur,Rajasthan,North,3,30626.09,70,64314.79,27563.48,4597.19,16.68,Credit Card,No,N/A,3,2022,December,Q4,FY2022-23,No,Yes
AMZ-ORD-101019,ASIN-34590657,Dell Inspiron 15,Electronics,Laptops,2023-05-02,2023-05-03,2023-05-03,Amazon Prime (1-Day),AMZ-CUST-5482,Vikram Shah,Prime,18-24,Jaipur,Rajasthan,North,5,75478.92,5,18869.73,358524.87,33887.2,9.45,Debit Card,No,N/A,2,2023,May,Q2,FY2023-24,No,No
AMZ-ORD-101020,ASIN-69213068,Frooti Mango 24 Pack,Grocery & Gourmet,Beverages,2021-11-19,2021-11-20,2021-11-20,Amazon Prime (1-Day),AMZ-CUST-5121,Rajesh Chopra,Regular,18-24,Indore,Madhya Pradesh,Central,2,2358.44,0,0.0,4716.88,290.17,6.15,Credit Card,No,N/A,4,2021,November,Q4,FY2021-22,No,Yes
AMZ-ORD-101021,ASIN-78447968,Nothing Phone 2,Electronics,Smartphones,2021-09-23,2021-09-30,2021-09-30,Scheduled Delivery,AMZ-CUST-5186,Aisha Joshi,Business Prime,55+,Kochi,Kerala,South,4,108527.93,10,43411.17,390700.55,59503.67,15.23,Cash on Delivery,No,N/A,5,2021,September,Q3,FY2021-22,No,No
AMZ-ORD-101022,ASIN-88638296,Wakefit Mattress,Home & Kitchen,Furniture,2022-03-15,2022-03-17,2022-03-18,Amazon Prime (2-Day),AMZ-CUST-5038,Simran Joshi,Regular,18-24,Noida,Uttar Pradesh,North,2,34348.47,50,34348.47,34348.47,5267.42,15.34,EMI,No,N/A,4,2022,March,Q1,FY2021-22,No,No
AMZ-ORD-101023,ASIN-76473725,Puma Softride,Fashion,Footwear,2023-12-03,2023-12-03,2023-12-03,Amazon Fresh (Same Day),AMZ-CUST-5107,Riya Joshi,Regular,35-44,Bengaluru,Karnataka,South,3,2780.33,0,0.0,8340.99,4061.65,48.7,Net Banking,No,N/A,1,2023,December,Q4,FY2023-24,Yes,Yes
AMZ-ORD-101024,ASIN-27703769,Crocs Classic Clogs,Fashion,Footwear,2022-10-31,2022-11-06,2022-11-07,Standard (5-7 Days),AMZ-CUST-5138,Sanjay Kumar,Business Prime,25-34,Kochi,Kerala,South,5,3480.54,15,2610.41,14792.29,6807.23,46.02,EMI,No,N/A,2,2022,October,Q4,FY2022-23,No,Yes
AMZ-ORD-101025,ASIN-16167054,Nescafe Classic 200g,Grocery & Gourmet,Beverages,2021-01-03,2021-01-04,2021-01-04,Amazon Prime (1-Day),AMZ-CUST-5220,Rajesh Kumar,Regular,45-54,Coimbatore,Tamil Nadu,South,5,3906.13,40,7812.26,11718.39,1550.92,13.23,Debit Card,No,N/A,2,2021,January,Q1,FY2020-21,Yes,No
AMZ-ORD-101026,ASIN-70782623,Oswaal CBSE Sample Papers,Books & Media,Academic,2022-07-19,2022-07-21,2022-07-21,Amazon Prime (2-Day),AMZ-CUST-5196,Diya Agarwal,Prime,25-34,Hyderabad,Telangana,South,3,1046.25,30,941.62,2197.13,498.17,22.67,Credit Card,No,N/A,4,2022,July,Q3,FY2022-23,No,No
AMZ-ORD-101027,ASIN-68917055,Fossil Gen 6 Watch,Fashion,Accessories,2021-11-16,2021-11-18,2021-11-19,Amazon Prime (2-Day),AMZ-CUST-5027,Sneha Sharma,Regular,55+,Kolkata,West Bengal,East,3,10733.76,60,19320.77,12880.51,3845.94,29.86,Net Banking,No,N/A,3,2021,November,Q4,FY2021-22,No,Yes
AMZ-ORD-101028,ASIN-74805748,Bournvita 1kg,Grocery & Gourmet,Staples,2021-05-06,2021-05-08,2021-05-08,Amazon Prime (2-Day),AMZ-CUST-5454,Kavya Mehta,Business Prime,18-24,Patna,Bihar,East,5,2158.68,0,0.0,10793.4,984.73,9.12,Cash on Delivery,No,N/A,5,2021,May,Q2,FY2021-22,No,No
AMZ-ORD-101029,ASIN-35485587,Rangoli Floor Lamp,Home & Kitchen,Home Decor,2021-08-08,2021-08-12,2021-08-12,Standard (5-7 Days),AMZ-CUST-5351,Deepika Iyer,Regular,35-44,Hyderabad,Telangana,South,1,74532.53,15,11179.88,63352.65,20608.63,32.53,UPI,Yes,Defective Product,5,2021,August,Q3,FY2021-22,Yes,No
AMZ-ORD-101030,ASIN-40369249,GM Cricket Pads,Sports & Outdoors,Sports Gear,2023-04-11,2023-04-11,2023-04-12,Amazon Fresh (Same Day),AMZ-CUST-5509,Zara Iyer,Prime,55+,Kochi,Kerala,South,3,21273.82,60,38292.88,25528.58,4243.38,16.62,EMI,No,N/A,4,2023,April,Q2,FY2023-24,No,No
AMZ-ORD-101031,ASIN-26981246,Eureka Forbes RO,Home & Kitchen,Cleaning,2021-12-20,2021-12-21,2021-12-21,Amazon Prime (1-Day),AMZ-CUST-5253,Zara Agarwal,Regular,45-54,Pune,Maharashtra,West,3,12488.95,40,14986.74,22480.11,5812.15,25.85,EMI,No,N/A,2,2021,December,Q4,FY2021-22,No,Yes
AMZ-ORD-101032,ASIN-48456761,Dell XPS 15,Electronics,Laptops,2023-11-20,2023-11-20,2023-11-21,Amazon Fresh (Same Day),AMZ-CUST-5126,Tanvi Kumar,Prime,25-34,Jaipur,Rajasthan,North,4,121107.42,50,242214.84,242214.84,24944.52,10.3,Amazon Pay,No,N/A,2,2023,November,Q4,FY2023-24,No,Yes
